Marketing_Spend,Seasonality_Index,Product_Price,Promotion_Discount,Competitor_Price,Weekly_Sales
6940.02,0.91,69.17,0.5,72.98,657
3600.62,0.67,58.16,0.19,62.9,633
2266.69,1.36,69.79,0.07,74.12,360
2409.71,0.84,50.53,0.25,46.2,508
6754.52,0.55,46.33,0.19,44.32,693
8855.86,0.89,18.58,0.02,16.28,915
4685.47,1.05,89.87,0.35,91.55,571
2525.68,0.98,81.77,0.13,85.74,485
7809.42,1.06,96.16,0.47,91.32,695
8492.41,1.38,73.27,0.03,79.58,757
8925.24,0.53,32.25,0.2,26.03,932
6461.48,1.29,66.06,0.5,59.72,666
8746.56,0.88,41.41,0.42,40.53,848
1138.73,0.88,59.71,0.17,61.39,488
1965.12,1.09,79.54,0.05,78.59,469
1833.18,1.09,97.59,0.04,99.02,487
7413.44,0.61,23.68,0.39,15.46,831
1626.24,1.13,43.21,0.14,45.76,483
5467.28,0.68,94.34,0.08,96.45,594
5254.36,0.79,24.42,0.09,24.9,609
3796.33,0.98,16.45,0.32,17.02,685
8833.65,1.17,43.42,0.16,36.11,1011
2533.9,1.26,88.97,0.22,91.62,460
4172.17,1.22,47.44,0.26,45.76,561
7967.54,1.02,62.22,0.23,58.58,745
1273.8,0.67,29.37,0.12,20.11,460
7056.55,1.18,12.1,0.11,21.47,801
8347.58,1.48,18.78,0.46,12.92,894
9390.41,1.32,58.6,0.01,46.87,889
8886.67,0.93,56.83,0.48,59.51,900
3874.46,0.96,24.89,0.22,28.94,754
6277.28,1.45,30.12,0.26,30.3,797
1695.64,0.57,42.79,0.37,40.64,526
3320.83,1.09,45.77,0.22,43.82,654
1848.0,0.64,80.52,0.49,86.72,400
3836.69,0.58,63.62,0.14,68.45,616
8876.68,0.78,34.6,0.2,39.63,873
4124.5,0.73,76.56,0.35,69.93,590
6057.08,0.55,71.0,0.37,74.38,715
4900.43,1.35,66.71,0.03,66.67,625
5130.25,1.34,72.84,0.04,71.36,614
9726.15,1.18,49.71,0.29,41.27,1001
3665.39,1.27,94.58,0.06,99.02,509
6645.92,0.57,74.4,0.39,63.59,724
4780.56,0.77,37.23,0.17,33.18,691
1550.32,1.09,12.12,0.3,17.66,539
5403.98,1.39,37.69,0.01,34.18,721
8320.09,1.21,52.02,0.22,59.88,801
1888.78,0.52,36.49,0.42,31.43,578
1626.33,0.74,14.61,0.09,21.5,542
2382.68,0.9,20.14,0.41,25.46,616
7879.6,1.12,98.58,0.02,102.44,744
7515.96,1.16,24.11,0.46,12.93,794
6085.16,1.11,47.45,0.19,43.2,738
5214.04,0.57,31.14,0.0,25.0,699
8994.93,1.26,82.93,0.13,88.76,783
7900.28,1.17,45.95,0.06,47.34,754
8307.48,0.71,31.14,0.39,34.4,809
8319.36,1.0,81.55,0.23,83.46,816
6784.45,0.76,51.11,0.25,42.84,822
5122.13,1.19,36.76,0.49,34.32,703
8782.1,0.72,40.7,0.13,46.06,826
9334.07,0.52,47.22,0.49,48.83,904
1214.25,0.93,47.91,0.23,36.4,580
1463.99,0.54,36.09,0.39,33.83,490
9628.69,0.54,99.52,0.0,106.97,810
3494.45,0.69,60.31,0.17,55.55,650
8860.32,1.22,57.3,0.43,56.9,944
4499.16,1.44,48.48,0.21,47.28,666
2071.9,1.01,79.58,0.37,78.81,532
1723.99,1.18,19.94,0.49,22.44,621
2408.57,0.55,83.59,0.05,83.6,420
3249.04,1.29,28.13,0.18,23.73,621
5396.67,0.95,96.33,0.44,85.73,592
7313.48,0.98,81.55,0.09,82.08,782
9877.59,1.3,75.13,0.35,75.05,795
4973.56,0.62,86.89,0.13,90.02,616
5663.66,0.96,54.5,0.38,56.15,640
5696.34,1.04,77.45,0.02,75.84,636
5854.91,1.11,97.43,0.43,101.17,581
5659.67,1.21,67.48,0.43,70.55,678
1078.97,1.13,46.41,0.06,36.97,489
1015.52,1.35,89.62,0.31,92.01,335
1879.0,1.48,38.08,0.02,39.69,510
1914.01,0.52,90.58,0.4,86.83,410
7344.07,0.91,15.04,0.38,17.87,864
2844.24,0.91,31.54,0.27,37.2,631
9052.43,1.25,22.06,0.02,13.06,967
9357.46,0.79,99.17,0.3,95.16,760
9783.04,0.52,28.74,0.09,33.84,886
9451.73,0.57,90.1,0.31,87.8,779
3446.99,1.42,90.45,0.36,85.47,455
5587.99,1.42,66.56,0.43,68.42,747
2579.09,0.76,24.77,0.19,32.55,563
8255.89,1.44,95.18,0.44,94.26,697
8995.89,1.38,37.48,0.31,37.05,977
8661.6,1.19,79.77,0.35,80.96,797
4900.3,0.74,30.66,0.49,25.07,761
7828.06,0.62,82.71,0.0,92.09,718
1878.21,0.67,32.72,0.32,38.41,438
1362.2,0.7,90.33,0.49,100.94,405
7779.13,1.31,56.74,0.35,51.97,875
4828.2,0.82,26.42,0.01,20.75,684
9959.94,1.18,49.45,0.44,62.35,934
1875.29,1.27,39.15,0.4,30.82,534
8700.65,0.93,16.23,0.23,8.03,1008
5319.85,0.71,32.48,0.43,28.2,637
8444.35,0.97,51.87,0.3,49.5,844
8354.15,0.63,35.1,0.22,42.04,834
9243.93,1.32,51.65,0.33,58.41,962
3680.65,1.31,18.09,0.49,9.16,657
9548.19,1.43,67.89,0.4,68.61,787
2365.0,1.31,15.55,0.41,10.1,658
1737.72,1.15,89.47,0.36,84.32,424
4884.54,0.88,77.79,0.07,88.82,576
8454.91,1.0,17.41,0.41,16.28,880
5260.79,0.69,81.96,0.32,75.97,550
8463.58,1.17,73.47,0.39,66.76,788
7567.18,1.33,89.8,0.13,81.64,781
2884.86,1.2,99.48,0.47,106.55,506
9539.93,1.46,32.35,0.33,39.58,908
1547.03,1.47,28.61,0.3,37.84,440
9084.52,1.2,22.83,0.3,19.3,877
3739.99,1.25,36.14,0.08,34.76,615
5501.33,0.83,11.31,0.48,11.27,796
4801.17,0.55,54.33,0.17,58.14,633
2546.51,1.36,12.02,0.33,12.41,719
4223.32,1.19,22.95,0.21,14.64,719
2736.41,1.46,64.56,0.06,70.08,481
2834.98,0.5,60.97,0.25,67.54,506
2683.51,1.22,44.91,0.4,47.18,582
5401.16,0.77,15.85,0.36,21.94,730
8181.38,0.94,97.52,0.1,89.58,755
6120.73,0.95,40.3,0.39,42.79,752
9038.86,0.54,45.39,0.05,47.01,953
6728.9,1.35,99.72,0.43,103.81,655
7204.06,0.59,71.77,0.06,67.51,755
7008.47,1.45,36.46,0.32,40.16,808
5045.13,1.07,68.26,0.05,68.47,496
7204.05,0.77,53.7,0.44,44.37,679
1627.37,1.14,10.64,0.38,9.36,589
8738.66,1.43,55.85,0.17,54.55,863
8000.31,1.28,70.8,0.45,71.72,858
3207.07,0.67,62.69,0.04,59.13,513
7912.29,0.81,97.23,0.23,96.02,755
1113.78,0.61,54.1,0.08,49.84,503
2955.22,1.23,33.03,0.14,37.29,594
1586.24,0.7,31.88,0.42,37.78,515
8022.04,1.25,80.2,0.4,74.29,850
7802.87,0.63,23.12,0.32,20.01,921
8322.72,1.26,46.52,0.05,49.5,931
1040.34,1.01,63.86,0.26,70.12,509
5511.09,1.34,81.97,0.45,83.99,685
7343.53,1.02,44.78,0.36,48.93,742
2398.61,0.75,66.05,0.36,74.07,445
6848.12,1.18,69.86,0.15,67.78,761
1756.99,0.8,25.47,0.18,29.85,567
2631.93,0.59,18.67,0.43,13.01,581
5282.17,1.33,93.03,0.46,89.89,592
6882.09,1.23,53.85,0.35,48.09,830
2312.82,0.56,68.09,0.14,67.16,418
2667.01,1.43,23.81,0.25,15.4,610
2840.02,0.7,51.1,0.42,45.66,445
3148.31,1.24,26.71,0.43,36.93,561
3038.98,0.52,14.92,0.0,16.13,621
4556.34,0.98,92.06,0.02,88.53,566
6884.11,0.76,62.94,0.46,61.64,732
4942.29,1.06,49.68,0.43,50.28,677
7983.77,0.77,85.73,0.14,86.15,762
7473.42,1.0,54.77,0.17,57.48,772
2138.74,0.51,18.65,0.27,17.92,671
1439.57,1.41,82.93,0.31,78.14,491
8901.47,1.31,54.91,0.02,49.29,877
1718.48,0.52,47.74,0.0,52.31,478
2335.05,1.49,76.37,0.16,80.67,453
1199.2,1.43,63.06,0.42,65.69,413
6655.03,1.16,64.9,0.21,61.48,688
6241.34,0.89,89.03,0.16,88.41,648
9882.13,1.38,51.98,0.25,49.62,989
8982.39,1.36,35.79,0.13,34.93,799
4697.59,0.92,38.41,0.3,39.09,745
4344.27,1.2,95.87,0.12,88.18,542
3671.67,1.31,13.4,0.11,6.62,640
2371.66,1.32,56.37,0.43,65.3,574
2242.75,1.47,79.81,0.41,73.73,520
2190.55,1.3,79.89,0.29,71.19,470
2027.03,1.05,92.45,0.32,93.95,391
3164.61,1.3,90.68,0.2,87.84,470
3760.02,0.8,98.77,0.47,107.84,516
9654.21,0.75,35.75,0.31,33.16,938
6206.26,0.8,41.04,0.32,35.81,747
9888.36,1.04,72.87,0.42,74.08,898
4352.2,1.09,33.46,0.09,33.32,668
5118.64,0.82,70.8,0.06,67.43,723
3921.21,0.98,64.47,0.02,65.98,615
2645.99,1.08,51.64,0.29,53.04,528
2288.48,0.78,30.67,0.02,27.81,496
9505.71,0.56,36.39,0.38,32.62,839
9881.3,0.61,85.19,0.01,87.28,781
1404.19,1.11,81.53,0.21,81.31,468
2353.11,1.42,18.87,0.49,14.37,612
4811.72,0.95,27.6,0.11,29.86,629
2677.0,1.01,31.63,0.41,33.63,614
4274.92,0.54,29.43,0.42,26.13,715
2161.87,1.45,67.69,0.4,75.41,582
5108.61,1.36,22.93,0.34,13.72,801
3445.25,0.99,25.17,0.3,25.82,665
4167.15,1.38,82.37,0.3,72.2,608
1848.81,0.94,71.73,0.41,73.35,429
4853.15,0.96,19.97,0.18,29.51,700
9849.32,1.18,54.72,0.1,61.89,788
3959.5,0.82,14.61,0.02,28.49,565
8887.86,1.38,80.99,0.44,82.44,807
8588.79,0.71,68.93,0.07,68.82,807
9568.53,1.46,28.64,0.24,21.83,1005
8110.99,1.43,10.19,0.44,4.64,934
6936.37,0.85,80.7,0.36,86.38,706
8709.26,1.16,12.23,0.29,20.55,918
1680.8,1.0,92.45,0.28,85.25,490
5165.48,1.08,33.53,0.18,37.44,698
9903.31,0.67,39.46,0.42,42.15,927
7926.4,1.25,56.46,0.44,55.85,787
9658.68,1.01,40.92,0.4,46.19,833
8016.71,0.6,33.75,0.49,34.53,767
8873.94,1.3,42.67,0.26,40.39,822
7358.77,1.4,91.73,0.49,94.45,699
7844.52,0.51,63.52,0.05,61.81,754
5708.6,1.31,22.56,0.29,19.66,776
9318.14,1.07,56.32,0.49,53.3,890
8425.35,0.55,42.35,0.04,43.37,866
8594.96,0.95,39.58,0.47,42.22,802
7057.08,0.92,69.26,0.31,61.97,656
3741.22,0.69,69.27,0.24,66.86,592
1320.67,0.86,85.27,0.38,84.75,447
9420.9,1.0,33.03,0.35,32.09,1000
6275.08,1.05,53.54,0.15,55.61,725
3683.29,0.65,77.55,0.05,82.92,622
2342.22,1.09,81.12,0.17,75.82,455
8465.71,0.76,19.01,0.14,21.41,973
8528.68,0.66,56.58,0.24,67.45,737
8330.57,0.83,98.23,0.47,99.3,680
6805.74,1.14,14.35,0.22,19.32,806
4294.14,1.46,31.71,0.43,30.8,682
3736.63,1.32,30.61,0.39,26.6,716
1076.99,1.37,81.32,0.31,84.87,351
8502.47,0.72,83.57,0.12,93.05,716
1786.89,0.96,52.01,0.03,49.62,429
6676.79,0.95,27.47,0.13,32.19,841
5536.67,0.96,54.69,0.17,51.02,684
5740.2,0.7,68.59,0.43,59.61,684
9340.42,1.34,35.62,0.07,37.57,938
1284.54,0.83,19.73,0.43,17.2,540
7960.53,0.97,53.16,0.15,56.58,819
1468.47,0.86,45.94,0.14,44.45,467
1343.38,0.85,92.94,0.5,89.6,377
4868.36,1.11,54.2,0.03,58.91,559
1567.68,1.49,59.53,0.42,58.35,580
8102.3,1.38,47.24,0.28,45.48,822
5766.07,1.43,91.15,0.2,80.23,758
1261.35,0.93,27.58,0.11,37.24,463
1364.51,0.69,14.73,0.0,13.67,564
6514.02,0.51,52.73,0.4,58.51,747
8255.01,0.54,94.76,0.03,104.68,711
4940.2,1.23,48.81,0.48,47.63,679
5991.23,0.86,49.61,0.08,50.03,681
8198.47,1.15,88.64,0.18,81.32,777
6494.56,1.05,90.66,0.16,89.3,634
3022.84,1.48,26.59,0.35,28.14,670
6517.47,1.21,76.08,0.14,77.37,762
6654.52,1.48,83.36,0.03,81.46,707
7606.96,0.8,18.91,0.22,25.16,853
6587.87,0.83,86.19,0.16,86.38,726
9723.18,1.01,38.67,0.07,35.12,959
2775.59,1.0,26.17,0.15,32.46,545
9559.82,1.02,94.79,0.33,85.96,749
5845.06,1.35,50.93,0.07,45.92,642
7047.61,1.21,82.16,0.1,70.17,781
1895.15,0.68,32.9,0.38,32.75,528
4425.18,1.09,74.39,0.13,73.08,604
7924.41,0.68,29.01,0.15,31.35,768
7362.2,0.92,85.44,0.46,86.34,677
1361.25,1.41,12.02,0.07,8.7,532
5919.35,0.57,69.8,0.46,70.38,708
1794.5,1.46,42.2,0.09,43.62,630
9962.71,0.72,19.32,0.18,22.19,950
9075.67,0.68,19.73,0.44,18.29,888
1189.73,0.98,63.29,0.4,61.17,468
8727.85,1.39,29.98,0.22,38.73,932
9274.87,0.69,22.93,0.12,24.11,974
4181.93,0.51,33.32,0.38,42.2,567
7475.51,0.92,73.62,0.38,72.65,674
4978.93,1.07,83.77,0.03,79.85,626
6897.09,1.25,97.72,0.48,93.61,668
4062.86,0.56,53.03,0.23,49.35,568
3903.03,1.02,48.44,0.1,42.85,519
4819.9,0.67,61.36,0.22,61.63,695
2310.11,0.93,53.76,0.48,62.71,552
8480.25,1.47,47.48,0.1,40.94,801
4138.28,1.48,90.31,0.16,92.31,521
4601.35,1.49,33.93,0.25,34.5,696
9046.49,0.86,71.75,0.11,78.57,835
5469.61,1.2,96.32,0.47,98.39,604
5898.29,1.37,64.39,0.11,66.09,725
9608.48,1.01,20.81,0.32,17.09,924
8980.54,0.97,66.99,0.02,60.09,925
2525.2,1.22,88.78,0.31,93.86,420
5258.94,1.0,91.61,0.05,93.22,551
9741.67,1.08,59.2,0.24,57.29,922
4351.3,0.95,21.0,0.5,24.75,617
4344.16,1.23,26.14,0.16,24.75,682
2755.27,1.35,58.87,0.47,65.27,587
2028.91,0.95,93.13,0.23,87.36,435
7662.74,0.99,83.78,0.31,78.12,660
7930.27,1.42,50.77,0.01,39.0,811
9721.12,1.06,52.67,0.28,53.56,861
7960.76,0.97,17.43,0.22,16.77,886
3190.17,1.47,95.41,0.33,94.95,490
1361.05,0.57,76.63,0.33,79.74,329
9868.94,1.12,42.65,0.06,47.04,953
4064.06,0.53,22.69,0.08,23.69,669
3807.74,0.95,38.46,0.19,40.22,675
9153.6,0.82,93.65,0.17,95.89,789
6265.9,0.93,42.68,0.48,46.51,696
2933.84,1.4,69.59,0.43,67.6,508
9001.87,1.01,94.39,0.43,93.45,856
9940.25,1.08,71.83,0.12,77.98,852
1780.11,0.83,82.25,0.22,85.21,389
8760.26,1.49,60.03,0.26,54.94,842
4514.64,1.47,37.55,0.12,26.05,678
5716.65,1.37,65.76,0.19,71.84,574
9233.34,1.21,66.62,0.39,66.6,851
9760.41,0.93,82.97,0.16,82.1,831
3359.48,0.63,19.85,0.49,14.86,709
2915.66,1.41,69.81,0.17,65.35,542
1724.65,1.03,36.39,0.05,30.58,563
6056.18,1.06,15.53,0.1,21.81,697
1122.44,0.6,29.68,0.16,23.32,498
4707.08,1.29,29.45,0.41,25.83,650
1660.46,1.05,97.81,0.48,98.84,405
4647.03,0.76,58.93,0.01,59.31,589
1359.39,0.67,98.36,0.2,92.25,370
8516.96,1.11,26.49,0.42,22.96,903
2887.65,1.36,55.37,0.42,46.96,559
3954.78,1.03,70.96,0.11,63.76,585
8830.43,1.36,55.37,0.34,47.03,859
7716.39,0.69,68.08,0.2,67.23,780
2971.35,1.05,31.58,0.38,24.08,541
1647.09,0.94,17.22,0.17,15.65,568
7441.06,0.82,47.02,0.22,38.04,842
4516.32,0.6,27.86,0.27,28.17,721
7894.72,0.71,92.14,0.26,92.38,672
5007.65,1.39,54.25,0.42,53.54,741
4114.02,0.86,64.8,0.09,68.07,638
5060.85,1.36,38.97,0.21,26.63,826
7737.03,1.31,13.69,0.05,17.37,895
9119.98,0.8,17.87,0.19,16.8,891
1447.9,0.98,49.09,0.34,54.6,479
5717.0,0.95,75.92,0.2,77.09,590
1295.52,1.4,46.84,0.07,51.1,443
5215.69,1.11,47.75,0.35,43.12,736
8967.55,0.94,62.32,0.13,56.21,860
4254.31,1.02,40.04,0.48,43.42,722
9392.05,1.34,77.78,0.05,78.4,842
6675.48,0.81,94.61,0.35,86.12,635
9407.4,0.92,81.94,0.36,90.69,809
7814.5,0.63,89.81,0.49,90.3,747
1930.92,1.07,70.02,0.04,71.18,461
3080.36,1.47,33.07,0.47,27.41,673
4547.53,0.84,11.69,0.33,19.23,748
2530.96,1.44,77.52,0.42,71.17,530
5454.2,1.3,88.78,0.47,88.25,775
5242.31,1.29,11.43,0.13,16.01,688
9606.33,1.24,42.4,0.23,41.93,986
4903.55,1.26,16.96,0.12,15.19,743
8070.64,0.84,66.66,0.17,63.0,812
9477.19,1.33,86.99,0.35,86.16,855
8892.9,1.47,22.08,0.02,12.93,917
2878.01,0.6,33.36,0.06,32.81,674
5464.27,0.63,77.28,0.36,78.87,564
4129.66,0.51,59.17,0.39,60.18,595
4598.73,1.2,44.25,0.29,48.66,642
4247.26,0.57,83.69,0.24,95.29,586
8437.23,1.02,67.53,0.06,64.54,781
5069.25,1.19,46.86,0.48,51.47,683
5713.25,1.09,76.26,0.37,76.4,654
9842.03,1.11,72.83,0.46,74.37,810
1539.81,1.46,40.93,0.19,53.12,493
5391.62,0.8,95.8,0.28,91.17,569
7966.56,1.12,49.27,0.43,46.49,875
2360.46,1.13,98.85,0.07,91.99,486
6503.78,0.78,96.63,0.26,95.38,653
3155.18,0.8,64.07,0.32,65.98,511
8806.64,1.24,56.76,0.32,61.22,784
3943.9,0.81,92.76,0.21,98.27,563
3961.57,0.73,44.66,0.4,45.19,639
6383.74,1.48,14.47,0.41,18.2,785
2652.07,0.59,16.41,0.18,21.45,593
3564.0,0.81,54.28,0.3,54.75,635
4749.69,1.34,30.95,0.49,32.84,695
4182.74,0.7,33.11,0.35,33.88,617
5723.89,0.76,58.35,0.08,60.65,576
6396.76,0.66,66.54,0.49,63.76,782
6100.01,1.09,81.56,0.44,85.2,612
6887.51,0.5,90.28,0.17,98.7,709
3769.75,1.38,46.97,0.29,46.5,584
2137.84,0.88,64.05,0.0,65.56,456
7847.27,1.0,85.9,0.16,82.11,785
8657.02,0.75,81.46,0.27,81.38,770
3313.06,0.54,41.34,0.34,38.14,593
4663.83,1.46,99.88,0.16,92.48,541
5487.12,1.38,69.29,0.14,62.57,659
5799.94,0.78,40.36,0.21,37.74,756
6935.41,0.6,97.96,0.01,98.92,611
1374.43,0.95,99.68,0.28,97.04,353
7493.29,1.05,16.86,0.02,14.66,871
1557.74,1.07,75.64,0.12,79.01,605
5214.6,1.42,44.89,0.28,42.88,668
8449.04,1.17,23.76,0.41,25.65,889
5060.94,1.12,92.18,0.08,96.01,545
2341.81,0.59,72.4,0.09,76.49,492
9865.3,1.02,76.01,0.03,72.37,868
9003.57,1.05,48.0,0.17,42.79,885
7941.82,1.13,79.49,0.04,85.79,731
4703.6,0.66,79.43,0.05,81.1,649
2654.61,1.46,25.46,0.28,28.84,572
9472.7,1.07,75.86,0.4,83.42,729
5791.16,0.92,55.94,0.04,60.4,614
8671.2,1.16,43.49,0.32,44.63,844
4078.86,0.64,65.39,0.4,62.99,544
4017.59,0.94,24.24,0.09,26.96,684
9869.86,1.22,42.7,0.09,42.64,921
5696.5,1.44,59.89,0.15,56.58,649
2266.26,0.95,98.96,0.06,99.92,403
2977.07,1.13,24.97,0.08,26.99,694
5337.5,0.93,93.39,0.21,92.96,614
1382.24,1.02,58.22,0.36,64.95,436
5162.81,1.0,58.28,0.01,56.93,679
4770.47,1.2,73.47,0.05,72.4,576
8014.03,1.15,15.25,0.46,13.66,862
4194.48,0.51,16.01,0.48,10.01,754
9842.94,0.58,93.3,0.19,98.2,763
2626.93,1.26,28.07,0.48,31.75,590
6318.88,0.66,37.82,0.43,35.61,799
1807.29,1.27,84.79,0.23,87.02,482
7604.78,1.32,52.7,0.29,43.94,779
9952.78,1.43,62.71,0.31,56.89,842
8372.25,1.31,57.24,0.29,52.82,780
6001.33,1.03,48.05,0.04,43.89,817
5362.67,0.71,75.47,0.47,69.29,649
8515.27,0.63,52.96,0.38,44.45,888
9423.77,1.37,42.77,0.38,39.04,914
9902.86,0.89,29.32,0.4,18.26,962
4568.85,0.55,14.02,0.47,21.39,715
9918.26,0.85,98.56,0.29,99.58,798
2403.34,1.37,89.17,0.05,91.15,472
3281.95,1.06,69.35,0.43,62.68,567
1801.15,1.14,54.79,0.24,57.56,465
3445.65,0.75,97.37,0.14,101.56,509
7911.44,0.52,26.68,0.05,38.48,874
8676.32,1.42,63.17,0.27,72.25,767
8010.03,0.57,48.34,0.0,45.34,757
6679.59,1.5,52.66,0.37,42.08,833
5625.7,1.37,20.8,0.39,11.98,801
7378.34,0.62,70.03,0.16,68.63,697
4517.5,1.5,50.25,0.34,60.53,654
8571.78,1.31,52.56,0.04,54.2,832
7094.71,1.35,25.98,0.45,19.65,912
7280.24,1.31,58.19,0.06,58.37,727
5823.42,1.43,48.68,0.19,37.72,834
8967.06,1.26,37.61,0.17,32.47,905
3268.13,1.03,72.29,0.07,68.43,474
4430.33,0.5,60.44,0.04,62.44,560
7998.78,0.78,97.84,0.23,105.98,620
5434.74,1.1,56.84,0.21,48.35,825
9002.93,0.81,78.71,0.01,84.8,736
4117.59,0.91,87.26,0.08,83.7,611
4323.97,0.61,85.52,0.22,87.36,495
8998.62,1.48,83.27,0.09,89.64,795
5179.33,0.61,33.84,0.21,36.58,639
5645.12,0.57,63.96,0.42,57.4,689
3994.87,1.08,98.68,0.19,102.9,430
3490.03,1.12,95.2,0.15,89.64,630
6903.54,1.02,89.43,0.29,97.87,630
2078.57,0.85,78.99,0.45,82.41,434
8913.45,1.42,17.97,0.47,15.16,882
8012.83,0.84,48.4,0.31,49.38,891
2716.73,0.81,37.16,0.13,30.63,573
7246.18,1.45,44.93,0.08,54.42,802
6423.7,1.38,62.49,0.39,65.27,744
2660.82,0.98,45.42,0.18,46.19,555
3458.83,0.76,48.28,0.43,47.28,607
4680.88,0.63,64.4,0.0,66.86,608
7293.18,1.3,89.27,0.44,93.93,705
6748.51,1.23,23.97,0.38,21.06,794
5790.11,0.61,34.32,0.11,35.5,702
7915.69,1.24,11.48,0.12,7.7,919
7821.44,1.4,90.26,0.45,90.76,719
6560.73,0.56,14.09,0.34,21.79,764
8082.91,0.91,84.76,0.29,81.6,767
4008.37,0.91,85.81,0.38,86.36,501
8931.25,1.31,11.86,0.0,21.18,1035
6534.19,0.62,88.74,0.42,94.36,654
8401.27,0.65,53.41,0.07,53.16,905
5916.51,0.88,96.61,0.04,98.69,556
2965.94,1.35,60.54,0.2,54.24,583
5881.69,1.49,81.19,0.45,81.16,646
4340.0,1.05,63.37,0.16,59.97,601
7277.49,0.66,83.8,0.34,92.52,671
5282.14,1.4,78.54,0.22,81.53,606
8525.02,0.66,27.04,0.02,29.87,877
7102.65,0.87,60.65,0.34,58.75,717
7160.9,1.24,45.37,0.02,43.82,773
2954.4,0.56,10.81,0.38,13.93,722
9858.25,0.98,65.54,0.17,70.31,940
8575.08,0.91,29.51,0.39,31.96,850
8101.04,1.45,88.95,0.28,89.45,719
3971.94,1.05,71.64,0.27,66.51,687
5820.68,1.39,22.35,0.36,20.46,757
2233.93,0.59,15.34,0.23,31.06,599
5846.28,1.06,90.87,0.03,92.75,664
2313.0,1.19,96.5,0.41,95.62,409
5977.34,0.65,86.03,0.49,90.91,661
6838.5,1.35,33.44,0.24,37.2,726
4511.76,1.38,36.17,0.35,35.77,668
5486.9,1.18,42.3,0.17,47.75,700
8880.88,1.02,32.43,0.01,37.98,904
1977.07,1.19,74.66,0.12,74.39,472
8125.6,0.79,55.46,0.47,58.94,898
2536.79,0.61,56.23,0.28,60.43,620
1330.37,1.05,54.65,0.35,61.53,464
2670.17,0.98,31.82,0.4,20.72,670
7885.39,0.93,82.83,0.45,82.54,817
4646.13,0.69,77.31,0.41,70.42,619
8852.68,0.69,88.31,0.28,82.75,797
5722.37,1.49,45.19,0.14,46.07,774
1200.25,1.43,19.13,0.0,23.2,537
7450.42,0.75,57.86,0.33,62.67,760
1992.1,0.56,86.5,0.09,91.31,497
8104.42,0.82,74.91,0.33,75.64,856
2512.92,1.35,17.22,0.41,17.59,543
4109.02,0.72,20.57,0.1,24.14,685
7851.44,1.48,23.41,0.14,24.16,845
9588.08,0.7,26.18,0.48,31.6,909
4342.91,1.06,97.02,0.11,90.78,548
8464.6,1.49,47.26,0.13,59.57,811
2717.13,0.63,70.15,0.15,69.86,522
8264.62,0.7,24.75,0.27,20.94,845
6917.45,1.09,63.81,0.23,67.66,665
2734.69,1.29,32.04,0.29,22.42,622
3722.54,1.2,98.44,0.33,87.42,471
2185.94,1.09,59.61,0.39,63.79,442
4446.7,0.93,39.97,0.48,41.35,723
2832.84,1.29,66.68,0.39,64.42,682
6795.98,0.64,62.5,0.13,67.5,718
9950.55,0.75,51.63,0.1,47.1,887
1108.08,1.29,91.79,0.27,95.22,356
5868.28,0.78,92.93,0.11,83.95,645
6163.0,0.64,23.35,0.21,18.22,759
9227.88,1.34,24.26,0.26,26.76,786
5554.05,1.27,99.23,0.32,103.33,653
5893.31,1.14,67.05,0.23,65.57,703
5244.88,1.16,26.64,0.11,27.47,786
3420.14,1.16,17.14,0.49,17.69,595
1504.26,1.23,77.71,0.12,81.64,397
4677.92,0.82,91.55,0.27,91.82,667
1473.32,1.37,82.74,0.14,82.17,524
5954.43,0.76,34.08,0.29,29.77,784
3765.64,0.91,94.03,0.14,96.35,542
5802.42,1.01,10.18,0.04,8.65,779
2208.67,1.31,88.73,0.14,95.92,448
9393.67,0.93,97.54,0.02,101.57,773
9050.69,1.01,91.7,0.35,93.25,821
2709.97,1.35,20.08,0.13,18.81,734
4091.0,1.5,95.64,0.22,94.34,586
6521.43,1.29,42.38,0.27,38.46,707
1861.18,0.8,73.13,0.46,71.9,436
4191.11,0.61,25.91,0.29,27.41,631
3260.01,1.19,94.31,0.06,90.58,498
9239.65,1.19,43.03,0.15,33.8,966
8672.6,0.99,79.89,0.25,76.38,835
6218.49,1.22,94.8,0.03,94.5,773
5683.12,0.56,93.71,0.1,99.15,536
9376.53,1.49,58.83,0.23,56.01,904
9391.85,0.98,72.06,0.04,63.13,821
9723.97,1.07,52.66,0.23,59.17,770
2128.41,1.03,66.45,0.39,63.11,474
2445.02,1.04,90.61,0.41,91.57,489
7090.63,1.28,33.2,0.39,34.75,776
5872.91,0.57,60.02,0.31,61.45,603
1166.19,1.42,58.65,0.19,67.76,437
1557.78,0.84,91.28,0.01,87.06,429
8992.72,1.13,37.48,0.2,35.83,924
8819.84,0.56,23.99,0.19,20.02,827
4215.44,0.99,57.67,0.31,56.47,627
9019.46,1.31,11.24,0.36,13.28,966
6343.08,0.81,15.39,0.24,14.82,828
8253.15,0.86,60.26,0.15,57.01,849
4846.88,1.14,97.35,0.01,103.94,509
2020.58,0.57,52.59,0.47,46.87,525
4903.54,0.88,66.4,0.37,69.79,621
5115.7,1.28,78.38,0.39,85.63,628
5958.5,1.17,72.61,0.48,70.97,664
1950.24,1.05,92.7,0.32,83.34,424
9922.62,1.09,31.41,0.39,39.45,842
3197.23,0.75,19.12,0.3,31.73,579
2786.97,1.45,16.47,0.44,21.34,579
